X,Y,Z,X,Y,Z,X,Y,Z
13632.135,3310827.837,257.376,13636.875,3310819.031,257.761,13636.879,3310819.034,258.061
13636.879,3310819.034,258.061,13636.875,3310819.031,257.761,13641.619,3310810.229,258.446
13632.13,3310827.834,257.076,13636.875,3310819.031,257.761,13632.135,3310827.837,257.376
13636.879,3310819.034,258.061,13641.619,3310810.229,258.446,13641.624,3310810.231,258.746
13641.624,3310810.231,258.746,13641.619,3310810.229,258.446,13646.364,3310801.426,259.131
13632.135,3310827.837,257.376,13636.879,3310819.034,258.061,13637.011,3310819.105,258.061
13637.011,3310819.105,258.061,13636.879,3310819.034,258.061,13641.756,3310810.302,258.746
13641.756,3310810.302,258.746,13636.879,3310819.034,258.061,13641.624,3310810.231,258.746
13641.624,3310810.231,258.746,13646.364,3310801.426,259.131,13646.368,3310801.428,259.431
13646.368,3310801.428,259.431,13646.364,3310801.426,259.131,13651.108,3310792.623,259.815
13641.756,3310810.302,258.746,13641.624,3310810.231,258.746,13646.5,3310801.499,259.431
13646.5,3310801.499,259.431,13641.624,3310810.231,258.746,13646.368,3310801.428,259.431
13641.756,3310810.302,258.746,13646.5,3310801.499,259.431,13647.821,3310802.211,259.401
13647.821,3310802.211,259.401,13646.5,3310801.499,259.431,13652.565,3310793.408,260.085
13652.565,3310793.408,260.085,13646.5,3310801.499,259.431,13651.245,3310792.697,260.115
13651.245,3310792.697,260.115,13646.5,3310801.499,259.431,13646.368,3310801.428,259.431
13637.011,3310819.105,258.061,13641.756,3310810.302,258.746,13643.076,3310811.014,258.716
13643.076,3310811.014,258.716,13641.756,3310810.302,258.746,13647.821,3310802.211,259.401
13651.245,3310792.697,260.115,13646.368,3310801.428,259.431,13651.113,3310792.625,260.115
13651.113,3310792.625,260.115,13646.368,3310801.428,259.431,13651.108,3310792.623,259.815
13632.267,3310827.908,257.376,13637.011,3310819.105,258.061,13638.332,3310819.817,258.031
13638.332,3310819.817,258.031,13637.011,3310819.105,258.061,13643.076,3310811.014,258.716
13632.135,3310827.837,257.376,13637.011,3310819.105,258.061,13632.267,3310827.908,257.376
13641.325,3310821.43,258.116,13643.076,3310811.014,258.716,13646.069,3310812.627,258.801
13646.069,3310812.627,258.801,13643.076,3310811.014,258.716,13647.821,3310802.211,259.401
13638.332,3310819.817,258.031,13643.076,3310811.014,258.716,13641.325,3310821.43,258.116
13646.069,3310812.627,258.801,13647.821,3310802.211,259.401,13650.814,3310803.824,259.486
13650.814,3310803.824,259.486,13647.821,3310802.211,259.401,13652.565,3310793.408,260.085
13627.39,3310836.639,256.691,13632.135,3310827.837,257.376,13632.267,3310827.908,257.376
13632.13,3310827.834,257.076,13632.135,3310827.837,257.376,13627.39,3310836.639,256.691
13627.386,3310836.637,256.391,13632.13,3310827.834,257.076,13627.39,3310836.639,256.691
13636.58,3310830.233,257.431,13638.332,3310819.817,258.031,13641.325,3310821.43,258.116
13632.267,3310827.908,257.376,13638.332,3310819.817,258.031,13633.587,3310828.619,257.346
13633.587,3310828.619,257.346,13638.332,3310819.817,258.031,13636.58,3310830.233,257.431
13627.522,3310836.711,256.691,13632.267,3310827.908,257.376,13633.587,3310828.619,257.346
13627.39,3310836.639,256.691,13632.267,3310827.908,257.376,13627.522,3310836.711,256.691
13631.836,3310839.035,256.746,13633.587,3310828.619,257.346,13636.58,3310830.233,257.431
13627.522,3310836.711,256.691,13633.587,3310828.619,257.346,13628.843,3310837.422,256.661
13628.843,3310837.422,256.661,13633.587,3310828.619,257.346,13631.836,3310839.035,256.746
13634.829,3310840.649,256.831,13636.58,3310830.233,257.431,13639.573,3310831.846,257.516
13639.573,3310831.846,257.516,13636.58,3310830.233,257.431,13641.325,3310821.43,258.116
13631.836,3310839.035,256.746,13636.58,3310830.233,257.431,13634.829,3310840.649,256.831
13639.573,3310831.846,257.516,13641.325,3310821.43,258.116,13644.318,3310823.043,258.201
13644.318,3310823.043,258.201,13641.325,3310821.43,258.116,13646.069,3310812.627,258.801
13634.829,3310840.649,256.831,13639.573,3310831.846,257.516,13640.894,3310832.557,257.546
13640.894,3310832.557,257.546,13639.573,3310831.846,257.516,13645.638,3310823.755,258.231
13645.638,3310823.755,258.231,13639.573,3310831.846,257.516,13644.318,3310823.043,258.201
13645.638,3310823.755,258.231,13644.318,3310823.043,258.201,13650.383,3310814.952,258.916
13650.383,3310814.952,258.916,13644.318,3310823.043,258.201,13649.062,3310814.24,258.886
13649.062,3310814.24,258.886,13644.318,3310823.043,258.201,13646.069,3310812.627,258.801
13649.062,3310814.24,258.886,13646.069,3310812.627,258.801,13650.814,3310803.824,259.486
13622.646,3310845.442,256.006,13627.39,3310836.639,256.691,13627.522,3310836.711,256.691
13627.386,3310836.637,256.391,13627.39,3310836.639,256.691,13622.646,3310845.442,256.006
13622.641,3310845.44,255.706,13627.386,3310836.637,256.391,13622.646,3310845.442,256.006
13622.778,3310845.513,256.006,13627.522,3310836.711,256.691,13628.843,3310837.422,256.661
13622.646,3310845.442,256.006,13627.522,3310836.711,256.691,13622.778,3310845.513,256.006
13627.091,3310847.838,256.061,13628.843,3310837.422,256.661,13631.836,3310839.035,256.746
13622.778,3310845.513,256.006,13628.843,3310837.422,256.661,13624.098,3310846.225,255.976
13624.098,3310846.225,255.976,13628.843,3310837.422,256.661,13627.091,3310847.838,256.061
13630.084,3310849.451,256.146,13631.836,3310839.035,256.746,13634.829,3310840.649,256.831
13627.091,3310847.838,256.061,13631.836,3310839.035,256.746,13630.084,3310849.451,256.146
13630.084,3310849.451,256.146,13634.829,3310840.649,256.831,13636.149,3310841.36,256.861
13636.149,3310841.36,256.861,13634.829,3310840.649,256.831,13640.894,3310832.557,257.546
13636.149,3310841.36,256.861,13640.894,3310832.557,257.546,13641.026,3310832.629,257.546
13641.026,3310832.629,257.546,13640.894,3310832.557,257.546,13645.77,3310823.826,258.231
13645.77,3310823.826,258.231,13640.894,3310832.557,257.546,13645.638,3310823.755,258.231
13645.77,3310823.826,258.231,13645.638,3310823.755,258.231,13650.515,3310815.023,258.916
13650.515,3310815.023,258.916,13645.638,3310823.755,258.231,13650.383,3310814.952,258.916
13636.286,3310841.434,256.561,13641.026,3310832.629,257.546,13641.03,3310832.631,257.246
13641.03,3310832.631,257.246,13641.026,3310832.629,257.546,13645.77,3310823.826,258.231
13636.149,3310841.36,256.861,13641.026,3310832.629,257.546,13636.281,3310841.431,256.861
13636.281,3310841.431,256.861,13641.026,3310832.629,257.546,13636.286,3310841.434,256.561
13641.03,3310832.631,257.246,13645.77,3310823.826,258.231,13645.775,3310823.828,257.931
13645.775,3310823.828,257.931,13645.77,3310823.826,258.231,13650.515,3310815.023,258.916
13631.405,3310850.163,256.176,13636.149,3310841.36,256.861,13636.281,3310841.431,256.861
13630.084,3310849.451,256.146,13636.149,3310841.36,256.861,13631.405,3310850.163,256.176
13636.281,3310841.431,256.861,13636.286,3310841.434,256.561,13631.541,3310850.237,255.876
13631.405,3310850.163,256.176,13636.281,3310841.431,256.861,13631.537,3310850.234,256.176
13631.537,3310850.234,256.176,13636.281,3310841.431,256.861,13631.541,3310850.237,255.876
13650.519,3310815.025,258.616,13645.775,3310823.828,257.931,13650.515,3310815.023,258.916
13617.901,3310854.245,255.322,13622.641,3310845.44,255.706,13622.646,3310845.442,256.006
13617.897,3310854.243,255.022,13622.641,3310845.44,255.706,13617.901,3310854.245,255.322
13617.901,3310854.245,255.322,13622.646,3310845.442,256.006,13622.778,3310845.513,256.006
13618.033,3310854.316,255.322,13622.778,3310845.513,256.006,13624.098,3310846.225,255.976
13617.901,3310854.245,255.322,13622.778,3310845.513,256.006,13618.033,3310854.316,255.322
13622.347,3310856.641,255.377,13624.098,3310846.225,255.976,13627.091,3310847.838,256.061
13618.033,3310854.316,255.322,13624.098,3310846.225,255.976,13619.354,3310855.028,255.292
13619.354,3310855.028,255.292,13624.098,3310846.225,255.976,13622.347,3310856.641,255.377
13625.34,3310858.254,255.462,13627.091,3310847.838,256.061,13630.084,3310849.451,256.146
13622.347,3310856.641,255.377,13627.091,3310847.838,256.061,13625.34,3310858.254,255.462
13625.34,3310858.254,255.462,13630.084,3310849.451,256.146,13631.405,3310850.163,256.176
13626.66,3310858.966,255.492,13631.405,3310850.163,256.176,13631.537,3310850.234,256.176
13625.34,3310858.254,255.462,13631.405,3310850.163,256.176,13626.66,3310858.966,255.492
13631.537,3310850.234,256.176,13631.541,3310850.237,255.876,13626.797,3310859.039,255.192
13626.66,3310858.966,255.492,13631.537,3310850.234,256.176,13626.792,3310859.037,255.492
13626.792,3310859.037,255.492,13631.537,3310850.234,256.176,13626.797,3310859.039,255.192
13613.157,3310863.048,254.637,13617.901,3310854.245,255.322,13618.033,3310854.316,255.322
13617.897,3310854.243,255.022,13617.901,3310854.245,255.322,13613.157,3310863.048,254.637
13608.412,3310871.851,253.952,13613.157,3310863.048,254.637,13613.289,3310863.119,254.637
13613.289,3310863.119,254.637,13613.157,3310863.048,254.637,13618.033,3310854.316,255.322
13617.897,3310854.243,255.022,13613.157,3310863.048,254.637,13613.152,3310863.045,254.337
13613.152,3310863.045,254.337,13613.157,3310863.048,254.637,13608.412,3310871.851,253.952
13608.408,3310871.848,253.652,13613.152,3310863.045,254.337,13608.412,3310871.851,253.952
13613.289,3310863.119,254.637,13618.033,3310854.316,255.322,13619.354,3310855.028,255.292
13617.602,3310865.444,254.692,13619.354,3310855.028,255.292,13622.347,3310856.641,255.377
13613.289,3310863.119,254.637,13619.354,3310855.028,255.292,13614.609,3310863.831,254.607
13614.609,3310863.831,254.607,13619.354,3310855.028,255.292,13617.602,3310865.444,254.692
13608.544,3310871.922,253.952,13613.289,3310863.119,254.637,13614.609,3310863.831,254.607
13608.412,3310871.851,253.952,13613.289,3310863.119,254.637,13608.544,3310871.922,253.952
13620.595,3310867.057,254.777,13622.347,3310856.641,255.377,13625.34,3310858.254,255.462
13617.602,3310865.444,254.692,13622.347,3310856.641,255.377,13620.595,3310867.057,254.777
13615.851,3310875.86,254.092,13617.602,3310865.444,254.692,13620.595,3310867.057,254.777
13614.609,3310863.831,254.607,13617.602,3310865.444,254.692,13612.858,3310874.247,254.007
13612.858,3310874.247,254.007,13617.602,3310865.444,254.692,13615.851,3310875.86,254.092
13608.544,3310871.922,253.952,13614.609,3310863.831,254.607,13609.865,3310872.634,253.922
13609.865,3310872.634,253.922,13614.609,3310863.831,254.607,13612.858,3310874.247,254.007
13603.668,3310880.654,253.267,13608.408,3310871.848,253.652,13608.412,3310871.851,253.952
13603.663,3310880.651,252.967,13608.408,3310871.848,253.652,13603.668,3310880.654,253.267
13603.668,3310880.654,253.267,13608.412,3310871.851,253.952,13608.544,3310871.922,253.952
13603.8,3310880.725,253.267,13608.544,3310871.922,253.952,13609.865,3310872.634,253.922
13603.668,3310880.654,253.267,13608.544,3310871.922,253.952,13603.8,3310880.725,253.267
13608.113,3310883.05,253.322,13609.865,3310872.634,253.922,13612.858,3310874.247,254.007
13603.8,3310880.725,253.267,13609.865,3310872.634,253.922,13605.12,3310881.436,253.237
13605.12,3310881.436,253.237,13609.865,3310872.634,253.922,13608.113,3310883.05,253.322
13611.106,3310884.663,253.407,13612.858,3310874.247,254.007,13615.851,3310875.86,254.092
13608.113,3310883.05,253.322,13612.858,3310874.247,254.007,13611.106,3310884.663,253.407
13611.106,3310884.663,253.407,13615.851,3310875.86,254.092,13617.171,3310876.572,254.122
13617.171,3310876.572,254.122,13615.851,3310875.86,254.092,13621.916,3310867.769,254.807
13621.916,3310867.769,254.807,13615.851,3310875.86,254.092,13620.595,3310867.057,254.777
13621.916,3310867.769,254.807,13620.595,3310867.057,254.777,13626.66,3310858.966,255.492
13626.66,3310858.966,255.492,13620.595,3310867.057,254.777,13625.34,3310858.254,255.462
13621.916,3310867.769,254.807,13626.66,3310858.966,255.492,13626.792,3310859.037,255.492
13622.052,3310867.842,254.507,13626.792,3310859.037,255.492,13626.797,3310859.039,255.192
13621.916,3310867.769,254.807,13626.792,3310859.037,255.492,13622.048,3310867.84,254.807
13622.048,3310867.84,254.807,13626.792,3310859.037,255.492,13622.052,3310867.842,254.507
13617.171,3310876.572,254.122,13621.916,3310867.769,254.807,13622.048,3310867.84,254.807
13622.048,3310867.84,254.807,13622.052,3310867.842,254.507,13617.308,3310876.645,253.822
13617.171,3310876.572,254.122,13622.048,3310867.84,254.807,13617.303,3310876.643,254.122
13617.303,3310876.643,254.122,13622.048,3310867.84,254.807,13617.308,3310876.645,253.822
13612.427,3310885.374,253.437,13617.171,3310876.572,254.122,13617.303,3310876.643,254.122
13611.106,3310884.663,253.407,13617.171,3310876.572,254.122,13612.427,3310885.374,253.437
13612.563,3310885.448,253.137,13617.303,3310876.643,254.122,13617.308,3310876.645,253.822
13612.427,3310885.374,253.437,13617.303,3310876.643,254.122,13612.559,3310885.445,253.437
13612.559,3310885.445,253.437,13617.303,3310876.643,254.122,13612.563,3310885.448,253.137
13665.347,3310766.217,262.17,13670.091,3310757.414,262.855,13670.223,3310757.485,262.855
13670.223,3310757.485,262.855,13670.091,3310757.414,262.855,13674.968,3310748.682,263.54
13674.968,3310748.682,263.54,13670.091,3310757.414,262.855,13674.836,3310748.611,263.54
13674.836,3310748.611,263.54,13670.091,3310757.414,262.855,13674.831,3310748.609,263.24
13674.831,3310748.609,263.24,13670.091,3310757.414,262.855,13670.087,3310757.412,262.555
13670.087,3310757.412,262.555,13670.091,3310757.414,262.855,13665.347,3310766.217,262.17
13660.602,3310775.02,261.485,13665.347,3310766.217,262.17,13665.479,3310766.288,262.17
13665.479,3310766.288,262.17,13665.347,3310766.217,262.17,13670.223,3310757.485,262.855
13670.087,3310757.412,262.555,13665.347,3310766.217,262.17,13665.342,3310766.215,261.87
13665.342,3310766.215,261.87,13665.347,3310766.217,262.17,13660.602,3310775.02,261.485
13660.598,3310775.017,261.185,13665.342,3310766.215,261.87,13660.602,3310775.02,261.485
13665.479,3310766.288,262.17,13670.223,3310757.485,262.855,13671.544,3310758.197,262.825
13671.544,3310758.197,262.825,13670.223,3310757.485,262.855,13676.288,3310749.394,263.51
13676.288,3310749.394,263.51,13670.223,3310757.485,262.855,13674.968,3310748.682,263.54
13660.734,3310775.091,261.485,13665.479,3310766.288,262.17,13666.799,3310767,262.14
13666.799,3310767,262.14,13665.479,3310766.288,262.17,13671.544,3310758.197,262.825
13660.602,3310775.02,261.485,13665.479,3310766.288,262.17,13660.734,3310775.091,261.485
13665.047,3310777.416,261.54,13666.799,3310767,262.14,13669.792,3310768.613,262.225
13669.792,3310768.613,262.225,13666.799,3310767,262.14,13671.544,3310758.197,262.825
13660.734,3310775.091,261.485,13666.799,3310767,262.14,13662.054,3310775.803,261.455
13662.054,3310775.803,261.455,13666.799,3310767,262.14,13665.047,3310777.416,261.54
13668.04,3310779.029,261.625,13669.792,3310768.613,262.225,13672.785,3310770.226,262.31
13672.785,3310770.226,262.31,13669.792,3310768.613,262.225,13674.536,3310759.81,262.91
13674.536,3310759.81,262.91,13669.792,3310768.613,262.225,13671.544,3310758.197,262.825
13665.047,3310777.416,261.54,13669.792,3310768.613,262.225,13668.04,3310779.029,261.625
13655.857,3310783.823,260.8,13660.602,3310775.02,261.485,13660.734,3310775.091,261.485
13660.598,3310775.017,261.185,13660.602,3310775.02,261.485,13655.857,3310783.823,260.8
13655.853,3310783.82,260.5,13660.598,3310775.017,261.185,13655.857,3310783.823,260.8
13655.99,3310783.894,260.8,13660.734,3310775.091,261.485,13662.054,3310775.803,261.455
13655.857,3310783.823,260.8,13660.734,3310775.091,261.485,13655.99,3310783.894,260.8
13663.296,3310787.832,260.94,13665.047,3310777.416,261.54,13668.04,3310779.029,261.625
13662.054,3310775.803,261.455,13665.047,3310777.416,261.54,13660.303,3310786.219,260.855
13660.303,3310786.219,260.855,13665.047,3310777.416,261.54,13663.296,3310787.832,260.94
13655.99,3310783.894,260.8,13662.054,3310775.803,261.455,13657.31,3310784.605,260.77
13657.31,3310784.605,260.77,13662.054,3310775.803,261.455,13660.303,3310786.219,260.855
13651.113,3310792.625,260.115,13655.857,3310783.823,260.8,13655.99,3310783.894,260.8
13655.853,3310783.82,260.5,13655.857,3310783.823,260.8,13651.113,3310792.625,260.115
13651.108,3310792.623,259.815,13655.853,3310783.82,260.5,13651.113,3310792.625,260.115
13651.245,3310792.697,260.115,13655.99,3310783.894,260.8,13657.31,3310784.605,260.77
13651.113,3310792.625,260.115,13655.99,3310783.894,260.8,13651.245,3310792.697,260.115
13655.558,3310795.021,260.17,13657.31,3310784.605,260.77,13660.303,3310786.219,260.855
13651.245,3310792.697,260.115,13657.31,3310784.605,260.77,13652.565,3310793.408,260.085
13652.565,3310793.408,260.085,13657.31,3310784.605,260.77,13655.558,3310795.021,260.17
13658.551,3310796.635,260.255,13660.303,3310786.219,260.855,13663.296,3310787.832,260.94
13655.558,3310795.021,260.17,13660.303,3310786.219,260.855,13658.551,3310796.635,260.255
13663.296,3310787.832,260.94,13668.04,3310779.029,261.625,13669.361,3310779.741,261.655
13669.361,3310779.741,261.655,13668.04,3310779.029,261.625,13674.105,3310770.938,262.34
13674.105,3310770.938,262.34,13668.04,3310779.029,261.625,13672.785,3310770.226,262.31
13658.551,3310796.635,260.255,13663.296,3310787.832,260.94,13664.616,3310788.543,260.97
13664.616,3310788.543,260.97,13663.296,3310787.832,260.94,13669.361,3310779.741,261.655
13664.616,3310788.543,260.97,13669.361,3310779.741,261.655,13669.493,3310779.812,261.655
13669.493,3310779.812,261.655,13669.361,3310779.741,261.655,13674.237,3310771.009,262.34
13674.237,3310771.009,262.34,13669.361,3310779.741,261.655,13674.105,3310770.938,262.34
13664.753,3310788.617,260.67,13669.493,3310779.812,261.655,13669.497,3310779.814,261.355
13669.497,3310779.814,261.355,13669.493,3310779.812,261.655,13674.237,3310771.009,262.34
13664.616,3310788.543,260.97,13669.493,3310779.812,261.655,13664.748,3310788.615,260.97
13664.748,3310788.615,260.97,13669.493,3310779.812,261.655,13664.753,3310788.617,260.67
13674.242,3310771.011,262.04,13669.497,3310779.814,261.355,13674.237,3310771.009,262.34
13653.807,3310805.437,259.571,13655.558,3310795.021,260.17,13658.551,3310796.635,260.255
13652.565,3310793.408,260.085,13655.558,3310795.021,260.17,13650.814,3310803.824,259.486
13650.814,3310803.824,259.486,13655.558,3310795.021,260.17,13653.807,3310805.437,259.571
13649.062,3310814.24,258.886,13650.814,3310803.824,259.486,13653.807,3310805.437,259.571
13653.807,3310805.437,259.571,13658.551,3310796.635,260.255,13659.872,3310797.346,260.285
13659.872,3310797.346,260.285,13658.551,3310796.635,260.255,13664.616,3310788.543,260.97
13649.062,3310814.24,258.886,13653.807,3310805.437,259.571,13655.127,3310806.149,259.601
13655.127,3310806.149,259.601,13653.807,3310805.437,259.571,13659.872,3310797.346,260.285
13659.872,3310797.346,260.285,13664.616,3310788.543,260.97,13664.748,3310788.615,260.97
13660.008,3310797.42,259.985,13664.748,3310788.615,260.97,13664.753,3310788.617,260.67
13659.872,3310797.346,260.285,13664.748,3310788.615,260.97,13660.004,3310797.417,260.285
13660.004,3310797.417,260.285,13664.748,3310788.615,260.97,13660.008,3310797.42,259.985
13655.127,3310806.149,259.601,13659.872,3310797.346,260.285,13660.004,3310797.417,260.285
13660.004,3310797.417,260.285,13660.008,3310797.42,259.985,13655.264,3310806.223,259.301
13655.127,3310806.149,259.601,13660.004,3310797.417,260.285,13655.259,3310806.22,259.601
13655.259,3310806.22,259.601,13660.004,3310797.417,260.285,13655.264,3310806.223,259.301
13650.383,3310814.952,258.916,13655.127,3310806.149,259.601,13655.259,3310806.22,259.601
13649.062,3310814.24,258.886,13655.127,3310806.149,259.601,13650.383,3310814.952,258.916
13650.519,3310815.025,258.616,13655.259,3310806.22,259.601,13655.264,3310806.223,259.301
13650.383,3310814.952,258.916,13655.259,3310806.22,259.601,13650.515,3310815.023,258.916
13650.515,3310815.023,258.916,13655.259,3310806.22,259.601,13650.519,3310815.025,258.616
13699.011,3310704.073,267.012,13702.859,3310696.388,267.555,13702.993,3310696.456,267.555
13702.993,3310696.456,267.555,13702.859,3310696.388,267.555,13703.097,3310695.913,267.598
13703.097,3310695.913,267.598,13702.859,3310696.388,267.555,13703.092,3310695.911,267.298
13703.092,3310695.911,267.298,13702.859,3310696.388,267.555,13702.855,3310696.385,267.255
13702.855,3310696.385,267.255,13702.859,3310696.388,267.555,13698.878,3310704.003,267.012
13698.878,3310704.003,267.012,13702.859,3310696.388,267.555,13699.011,3310704.073,267.012
13698.69,3310704.668,266.964,13698.878,3310704.003,267.012,13699.011,3310704.073,267.012
13702.855,3310696.385,267.255,13698.878,3310704.003,267.012,13698.874,3310704.001,266.712
13698.874,3310704.001,266.712,13698.878,3310704.003,267.012,13698.558,3310704.597,266.964
13698.558,3310704.597,266.964,13698.878,3310704.003,267.012,13698.69,3310704.668,266.964
13698.554,3310704.595,266.664,13698.874,3310704.001,266.712,13698.558,3310704.597,266.964
13703.097,3310695.913,267.598,13703.092,3310695.911,267.298,13707.335,3310687.014,267.983
13702.993,3310696.456,267.555,13703.097,3310695.913,267.598,13703.232,3310695.979,267.598
13703.232,3310695.979,267.598,13703.097,3310695.913,267.598,13707.34,3310687.016,268.283
13707.34,3310687.016,268.283,13703.097,3310695.913,267.598,13707.335,3310687.014,267.983
13700.336,3310704.777,266.982,13702.993,3310696.456,267.555,13704.328,3310697.139,267.525
13704.328,3310697.139,267.525,13702.993,3310696.456,267.555,13703.232,3310695.979,267.598
13699.011,3310704.073,267.012,13702.993,3310696.456,267.555,13700.336,3310704.777,266.982
13698.69,3310704.668,266.964,13699.011,3310704.073,267.012,13700.011,3310705.38,266.934
13700.011,3310705.38,266.934,13699.011,3310704.073,267.012,13700.336,3310704.777,266.982
13703.232,3310695.979,267.598,13707.34,3310687.016,268.283,13707.476,3310687.078,268.283
13704.328,3310697.139,267.525,13703.232,3310695.979,267.598,13704.579,3310696.638,267.568
13704.579,3310696.638,267.568,13703.232,3310695.979,267.598,13707.476,3310687.078,268.283
13703.339,3310706.371,267.067,13704.328,3310697.139,267.525,13707.355,3310698.688,267.661
13707.355,3310698.688,267.661,13704.328,3310697.139,267.525,13704.579,3310696.638,267.568
13700.336,3310704.777,266.982,13704.328,3310697.139,267.525,13703.339,3310706.371,267.067
13707.355,3310698.688,267.661,13704.579,3310696.638,267.568,13707.634,3310698.131,267.704
13707.634,3310698.131,267.704,13704.579,3310696.638,267.568,13708.842,3310687.699,268.253
13708.842,3310687.699,268.253,13704.579,3310696.638,267.568,13707.476,3310687.078,268.283
13700.011,3310705.38,266.934,13700.336,3310704.777,266.982,13703.004,3310706.993,267.019
13703.004,3310706.993,267.019,13700.336,3310704.777,266.982,13703.339,3310706.371,267.067
13693.814,3310713.4,266.279,13698.558,3310704.597,266.964,13698.69,3310704.668,266.964
13698.554,3310704.595,266.664,13698.558,3310704.597,266.964,13693.809,3310713.398,265.979
13693.809,3310713.398,265.979,13698.558,3310704.597,266.964,13693.814,3310713.4,266.279
13693.946,3310713.471,266.279,13698.69,3310704.668,266.964,13700.011,3310705.38,266.934
13693.814,3310713.4,266.279,13698.69,3310704.668,266.964,13693.946,3310713.471,266.279
13695.266,3310714.183,266.249,13700.011,3310705.38,266.934,13703.004,3310706.993,267.019
13693.946,3310713.471,266.279,13700.011,3310705.38,266.934,13695.266,3310714.183,266.249
13689.069,3310722.203,265.594,13693.809,3310713.398,265.979,13693.814,3310713.4,266.279
13689.065,3310722.2,265.294,13693.809,3310713.398,265.979,13689.069,3310722.203,265.594
13689.069,3310722.203,265.594,13693.814,3310713.4,266.279,13693.946,3310713.471,266.279
13689.201,3310722.274,265.594,13693.946,3310713.471,266.279,13695.266,3310714.183,266.249
13689.069,3310722.203,265.594,13693.946,3310713.471,266.279,13689.201,3310722.274,265.594
13698.259,3310715.796,266.334,13703.004,3310706.993,267.019,13705.997,3310708.606,267.104
13705.997,3310708.606,267.104,13703.004,3310706.993,267.019,13703.339,3310706.371,267.067
13695.266,3310714.183,266.249,13703.004,3310706.993,267.019,13698.259,3310715.796,266.334
13705.997,3310708.606,267.104,13703.339,3310706.371,267.067,13706.342,3310707.965,267.152
13706.342,3310707.965,267.152,13703.339,3310706.371,267.067,13707.355,3310698.688,267.661
13693.515,3310724.599,265.649,13695.266,3310714.183,266.249,13698.259,3310715.796,266.334
13689.201,3310722.274,265.594,13695.266,3310714.183,266.249,13690.522,3310722.986,265.564
13690.522,3310722.986,265.564,13695.266,3310714.183,266.249,13693.515,3310724.599,265.649
13706.342,3310707.965,267.152,13707.355,3310698.688,267.661,13710.382,3310700.237,267.797
13710.382,3310700.237,267.797,13707.355,3310698.688,267.661,13707.634,3310698.131,267.704
13705.997,3310708.606,267.104,13706.342,3310707.965,267.152,13707.317,3310709.318,267.134
13707.317,3310709.318,267.134,13706.342,3310707.965,267.152,13707.667,3310708.668,267.182
13707.667,3310708.668,267.182,13706.342,3310707.965,267.152,13710.382,3310700.237,267.797
13701.252,3310717.409,266.419,13705.997,3310708.606,267.104,13707.317,3310709.318,267.134
13698.259,3310715.796,266.334,13705.997,3310708.606,267.104,13701.252,3310717.409,266.419
13696.508,3310726.212,265.734,13698.259,3310715.796,266.334,13701.252,3310717.409,266.419
13693.515,3310724.599,265.649,13698.259,3310715.796,266.334,13696.508,3310726.212,265.734
13674.836,3310748.611,263.54,13679.576,3310739.806,263.924,13679.58,3310739.809,264.224
13679.58,3310739.809,264.224,13679.576,3310739.806,263.924,13684.32,3310731.003,264.609
13674.831,3310748.609,263.24,13679.576,3310739.806,263.924,13674.836,3310748.611,263.54
13679.58,3310739.809,264.224,13684.32,3310731.003,264.609,13684.325,3310731.006,264.909
13684.325,3310731.006,264.909,13684.32,3310731.003,264.609,13689.065,3310722.2,265.294
13674.836,3310748.611,263.54,13679.58,3310739.809,264.224,13679.712,3310739.88,264.224
13679.712,3310739.88,264.224,13679.58,3310739.809,264.224,13684.457,3310731.077,264.909
13684.457,3310731.077,264.909,13679.58,3310739.809,264.224,13684.325,3310731.006,264.909
13684.457,3310731.077,264.909,13684.325,3310731.006,264.909,13689.201,3310722.274,265.594
13689.201,3310722.274,265.594,13684.325,3310731.006,264.909,13689.069,3310722.203,265.594
13689.069,3310722.203,265.594,13684.325,3310731.006,264.909,13689.065,3310722.2,265.294
13684.457,3310731.077,264.909,13689.201,3310722.274,265.594,13690.522,3310722.986,265.564
13679.712,3310739.88,264.224,13684.457,3310731.077,264.909,13685.777,3310731.789,264.879
13685.777,3310731.789,264.879,13684.457,3310731.077,264.909,13690.522,3310722.986,265.564
13674.968,3310748.682,263.54,13679.712,3310739.88,264.224,13681.033,3310740.591,264.194
13681.033,3310740.591,264.194,13679.712,3310739.88,264.224,13685.777,3310731.789,264.879
13674.836,3310748.611,263.54,13679.712,3310739.88,264.224,13674.968,3310748.682,263.54
13684.026,3310742.204,264.279,13685.777,3310731.789,264.879,13688.77,3310733.402,264.964
13688.77,3310733.402,264.964,13685.777,3310731.789,264.879,13690.522,3310722.986,265.564
13681.033,3310740.591,264.194,13685.777,3310731.789,264.879,13684.026,3310742.204,264.279
13688.77,3310733.402,264.964,13690.522,3310722.986,265.564,13693.515,3310724.599,265.649
13679.281,3310751.007,263.595,13681.033,3310740.591,264.194,13684.026,3310742.204,264.279
13674.968,3310748.682,263.54,13681.033,3310740.591,264.194,13676.288,3310749.394,263.51
13676.288,3310749.394,263.51,13681.033,3310740.591,264.194,13679.281,3310751.007,263.595
13687.018,3310743.818,264.364,13688.77,3310733.402,264.964,13691.763,3310735.015,265.049
13691.763,3310735.015,265.049,13688.77,3310733.402,264.964,13693.515,3310724.599,265.649
13684.026,3310742.204,264.279,13688.77,3310733.402,264.964,13687.018,3310743.818,264.364
