X,Y,Z,X,Y,Z,X,Y,Z
13495.404,3311017.659,251.366,13502.382,3311011.076,252.462,13502.989,3311011.871,251.462
13494.798,3311016.864,252.366,13502.382,3311011.076,252.462,13495.404,3311017.659,251.366
13495.587,3311017.898,251.266,13495.404,3311017.659,251.366,13502.989,3311011.871,251.462
13495.587,3311017.898,251.266,13502.989,3311011.871,251.462,13503.171,3311012.11,251.362
13503.171,3311012.11,251.362,13502.989,3311011.871,251.462,13511.121,3311006.044,251.396
13495.221,3311018.177,251.261,13495.587,3311017.898,251.266,13495.951,3311018.375,251.566
13495.951,3311018.375,251.566,13495.587,3311017.898,251.266,13503.171,3311012.11,251.362
13495.585,3311018.654,251.561,13495.221,3311018.177,251.261,13495.951,3311018.375,251.566
13495.585,3311018.654,251.561,13495.951,3311018.375,251.566,13496.861,3311019.567,251.536
13496.861,3311019.567,251.536,13495.951,3311018.375,251.566,13503.535,3311012.587,251.662
13503.535,3311012.587,251.662,13495.951,3311018.375,251.566,13503.171,3311012.11,251.362
13496.495,3311019.846,251.531,13495.585,3311018.654,251.561,13496.861,3311019.567,251.536
13503.535,3311012.587,251.662,13503.171,3311012.11,251.362,13511.485,3311006.521,251.696
13511.485,3311006.521,251.696,13503.171,3311012.11,251.362,13511.121,3311006.044,251.396
13498.558,3311022.549,251.616,13496.495,3311019.846,251.531,13498.923,3311022.27,251.621
13498.923,3311022.27,251.621,13496.495,3311019.846,251.531,13496.861,3311019.567,251.536
13498.923,3311022.27,251.621,13496.861,3311019.567,251.536,13504.445,3311013.78,251.632
13504.445,3311013.78,251.632,13496.861,3311019.567,251.536,13503.535,3311012.587,251.662
13504.445,3311013.78,251.632,13503.535,3311012.587,251.662,13512.395,3311007.713,251.666
13512.395,3311007.713,251.666,13503.535,3311012.587,251.662,13511.485,3311006.521,251.696
13498.558,3311022.549,251.616,13498.923,3311022.27,251.621,13502.867,3311027.437,251.458
13502.867,3311027.437,251.458,13498.923,3311022.27,251.621,13506.508,3311016.482,251.717
13506.508,3311016.482,251.717,13498.923,3311022.27,251.621,13504.445,3311013.78,251.632
13502.501,3311027.716,251.454,13498.558,3311022.549,251.616,13502.867,3311027.437,251.458
13506.508,3311016.482,251.717,13504.445,3311013.78,251.632,13514.457,3311010.416,251.751
13514.457,3311010.416,251.751,13504.445,3311013.78,251.632,13512.395,3311007.713,251.666
13518.846,3310999.771,251.66,13518.492,3310999.316,252.237,13524.977,3310994.785,251.631
13511.485,3311006.521,251.696,13511.121,3311006.044,251.396,13519.03,3311000.008,251.36
13519.03,3311000.008,251.36,13511.121,3311006.044,251.396,13518.846,3310999.771,251.66
13519.03,3311000.008,251.36,13518.846,3310999.771,251.66,13525.039,3310994.861,251.532
13525.039,3310994.861,251.532,13518.846,3310999.771,251.66,13524.977,3310994.785,251.631
13511.485,3311006.521,251.696,13519.03,3311000.008,251.36,13519.398,3311000.482,251.66
13519.398,3311000.482,251.66,13519.03,3311000.008,251.36,13525.229,3310995.094,251.232
13525.229,3310995.094,251.232,13519.03,3311000.008,251.36,13525.039,3310994.861,251.532
13512.395,3311007.713,251.666,13511.485,3311006.521,251.696,13519.398,3311000.482,251.66
13514.457,3311010.416,251.751,13512.395,3311007.713,251.666,13520.319,3311001.666,251.63
13520.319,3311001.666,251.63,13512.395,3311007.713,251.666,13519.398,3311000.482,251.66
13520.319,3311001.666,251.63,13519.398,3311000.482,251.66,13525.607,3310995.56,251.532
13525.607,3310995.56,251.532,13519.398,3311000.482,251.66,13525.229,3310995.094,251.232
13514.457,3311010.416,251.751,13520.319,3311001.666,251.63,13522.407,3311004.35,251.719
13522.407,3311004.35,251.719,13520.319,3311001.666,251.63,13526.554,3310996.724,251.502
13526.554,3310996.724,251.502,13520.319,3311001.666,251.63,13525.607,3310995.56,251.532
13506.508,3311016.482,251.717,13514.457,3311010.416,251.751,13518.4,3311015.583,251.809
13518.4,3311015.583,251.809,13514.457,3311010.416,251.751,13522.407,3311004.35,251.719
13502.867,3311027.437,251.458,13506.508,3311016.482,251.717,13510.451,3311021.65,251.662
13510.451,3311021.65,251.662,13506.508,3311016.482,251.717,13518.4,3311015.583,251.809
13518.4,3311015.583,251.809,13522.407,3311004.35,251.719,13526.398,3311009.481,251.888
13526.398,3311009.481,251.888,13522.407,3311004.35,251.719,13528.699,3310999.361,251.638
13528.699,3310999.361,251.638,13522.407,3311004.35,251.719,13526.554,3310996.724,251.502
13510.451,3311021.65,251.662,13518.4,3311015.583,251.809,13519.31,3311016.776,251.839
13519.31,3311016.776,251.839,13518.4,3311015.583,251.809,13526.398,3311009.481,251.888
13502.501,3311027.716,251.454,13502.867,3311027.437,251.458,13503.777,3311028.629,251.488
13503.777,3311028.629,251.488,13502.867,3311027.437,251.458,13510.451,3311021.65,251.662
13503.777,3311028.629,251.488,13510.451,3311021.65,251.662,13511.361,3311022.842,251.692
13511.361,3311022.842,251.692,13510.451,3311021.65,251.662,13519.31,3311016.776,251.839
13503.411,3311028.908,251.484,13503.777,3311028.629,251.488,13504.141,3311029.106,251.188
13504.141,3311029.106,251.188,13503.777,3311028.629,251.488,13511.361,3311022.842,251.692
13502.501,3311027.716,251.454,13503.777,3311028.629,251.488,13503.411,3311028.908,251.484
13507.843,3311026.092,251.59,13511.361,3311022.842,251.692,13512.13,3311023.758,250.895
13512.13,3311023.758,250.895,13511.361,3311022.842,251.692,13519.31,3311016.776,251.839
13504.141,3311029.106,251.188,13511.361,3311022.842,251.692,13507.843,3311026.092,251.59
13512.13,3311023.758,250.895,13519.31,3311016.776,251.839,13520.372,3311018.166,250.673
13520.372,3311018.166,250.673,13519.31,3311016.776,251.839,13527.874,3311011.378,251.316
13527.874,3311011.378,251.316,13519.31,3311016.776,251.839,13527.319,3311010.665,251.918
13527.319,3311010.665,251.918,13519.31,3311016.776,251.839,13526.398,3311009.481,251.888
13495.461,3311034.975,251.316,13502.501,3311027.716,251.454,13503.411,3311028.908,251.484
13495.825,3311035.452,251.016,13503.411,3311028.908,251.484,13503.775,3311029.385,251.184
13503.775,3311029.385,251.184,13503.411,3311028.908,251.484,13504.141,3311029.106,251.188
13495.461,3311034.975,251.316,13503.411,3311028.908,251.484,13495.825,3311035.452,251.016
13487.875,3311041.519,250.78,13495.461,3311034.975,251.316,13495.825,3311035.452,251.016
13472.158,3311053.89,250.409,13479.926,3311047.585,250.478,13480.108,3311047.823,250.778
13480.108,3311047.823,250.778,13479.926,3311047.585,250.478,13487.875,3311041.519,250.78
13471.976,3311053.651,250.109,13479.926,3311047.585,250.478,13472.158,3311053.89,250.409
13480.108,3311047.823,250.778,13487.875,3311041.519,250.78,13488.057,3311041.757,251.08
13488.057,3311041.757,251.08,13487.875,3311041.519,250.78,13495.825,3311035.452,251.016
13488.057,3311041.757,251.08,13495.825,3311035.452,251.016,13496.007,3311035.691,251.316
13496.007,3311035.691,251.316,13495.825,3311035.452,251.016,13503.775,3311029.385,251.184
13480.714,3311048.619,250.578,13488.057,3311041.757,251.08,13488.664,3311042.552,250.88
13488.664,3311042.552,250.88,13488.057,3311041.757,251.08,13496.007,3311035.691,251.316
13480.108,3311047.823,250.778,13488.057,3311041.757,251.08,13480.714,3311048.619,250.578
13472.765,3311054.685,250.209,13480.108,3311047.823,250.778,13480.714,3311048.619,250.578
13472.158,3311053.89,250.409,13480.108,3311047.823,250.778,13472.765,3311054.685,250.209
13472.765,3311054.685,250.209,13480.714,3311048.619,250.578,13481.018,3311049.016,251.578
13481.018,3311049.016,251.578,13480.714,3311048.619,250.578,13488.968,3311042.95,251.88
13488.968,3311042.95,251.88,13480.714,3311048.619,250.578,13488.664,3311042.552,250.88
13488.968,3311042.95,251.88,13488.664,3311042.552,250.88,13496.007,3311035.691,251.316
13492.945,3311039.524,253.012,13496.007,3311035.691,251.316,13497.065,3311036.772,252.829
13497.065,3311036.772,252.829,13496.007,3311035.691,251.316,13503.957,3311029.624,251.484
13503.957,3311029.624,251.484,13496.007,3311035.691,251.316,13503.775,3311029.385,251.184
13488.968,3311042.95,251.88,13496.007,3311035.691,251.316,13489.271,3311043.347,252.88
13489.271,3311043.347,252.88,13496.007,3311035.691,251.316,13492.945,3311039.524,253.012
13489.271,3311043.347,252.88,13492.945,3311039.524,253.012,13489.574,3311043.745,253.88
13481.018,3311049.016,251.578,13488.968,3311042.95,251.88,13489.271,3311043.347,252.88
13481.321,3311049.414,252.578,13489.271,3311043.347,252.88,13489.574,3311043.745,253.88
13481.018,3311049.016,251.578,13489.271,3311043.347,252.88,13481.321,3311049.414,252.578
13473.068,3311055.083,251.209,13481.018,3311049.016,251.578,13481.321,3311049.414,252.578
13472.765,3311054.685,250.209,13481.018,3311049.016,251.578,13473.068,3311055.083,251.209
13481.816,3311050.038,254.38,13489.574,3311043.745,253.88,13491.322,3311045.532,253.214
13491.322,3311045.532,253.214,13489.574,3311043.745,253.88,13492.945,3311039.524,253.012
13481.321,3311049.414,252.578,13489.574,3311043.745,253.88,13481.625,3311049.811,253.578
13481.625,3311049.811,253.578,13489.574,3311043.745,253.88,13481.816,3311050.038,254.38
13473.371,3311055.48,252.209,13481.321,3311049.414,252.578,13481.625,3311049.811,253.578
13473.068,3311055.083,251.209,13481.321,3311049.414,252.578,13473.371,3311055.48,252.209
13474.282,3311056.673,255.209,13481.625,3311049.811,253.578,13481.816,3311050.038,254.38
13473.371,3311055.48,252.209,13481.625,3311049.811,253.578,13473.675,3311055.878,253.209
13473.675,3311055.878,253.209,13481.625,3311049.811,253.578,13473.978,3311056.275,254.209
13473.978,3311056.275,254.209,13481.625,3311049.811,253.578,13474.282,3311056.673,255.209
13474.282,3311056.673,255.209,13481.816,3311050.038,254.38,13475.544,3311058.167,254.905
13504.467,3311030.292,252.324,13497.065,3311036.772,252.829,13503.957,3311029.624,251.484
13503.957,3311029.624,251.484,13503.775,3311029.385,251.184,13504.323,3311029.345,251.488
13504.323,3311029.345,251.488,13503.775,3311029.385,251.184,13504.141,3311029.106,251.188
13504.467,3311030.292,252.324,13503.957,3311029.624,251.484,13504.837,3311029.956,252.287
13504.837,3311029.956,252.287,13503.957,3311029.624,251.484,13504.323,3311029.345,251.488
13504.837,3311029.956,252.287,13504.323,3311029.345,251.488,13504.484,3311029.196,251.493
13507.843,3311026.092,251.59,13504.837,3311029.956,252.287,13504.484,3311029.196,251.493
13504.484,3311029.196,251.493,13504.323,3311029.345,251.488,13504.141,3311029.106,251.188
13504.141,3311029.106,251.188,13507.843,3311026.092,251.59,13504.484,3311029.196,251.493
13598.923,3310889.456,252.589,13603.668,3310880.654,253.267,13603.8,3310880.725,253.267
13603.663,3310880.651,252.967,13603.668,3310880.654,253.267,13598.923,3310889.456,252.589
13598.919,3310889.454,252.289,13603.663,3310880.651,252.967,13598.923,3310889.456,252.589
13599.055,3310889.528,252.589,13603.8,3310880.725,253.267,13605.12,3310881.436,253.237
13598.923,3310889.456,252.589,13603.8,3310880.725,253.267,13599.055,3310889.528,252.589
13603.369,3310891.852,252.644,13605.12,3310881.436,253.237,13608.113,3310883.05,253.322
13599.055,3310889.528,252.589,13605.12,3310881.436,253.237,13600.376,3310890.239,252.559
13600.376,3310890.239,252.559,13605.12,3310881.436,253.237,13603.369,3310891.852,252.644
13606.362,3310893.465,252.729,13608.113,3310883.05,253.322,13611.106,3310884.663,253.407
13603.369,3310891.852,252.644,13608.113,3310883.05,253.322,13606.362,3310893.465,252.729
13594.179,3310898.259,251.989,13598.923,3310889.456,252.589,13599.055,3310889.528,252.589
13598.919,3310889.454,252.289,13598.923,3310889.456,252.589,13594.179,3310898.259,251.989
13594.174,3310898.257,251.689,13598.919,3310889.454,252.289,13594.179,3310898.259,251.989
13594.311,3310898.33,251.989,13599.055,3310889.528,252.589,13600.376,3310890.239,252.559
13594.179,3310898.259,251.989,13599.055,3310889.528,252.589,13594.311,3310898.33,251.989
13598.624,3310900.655,252.044,13600.376,3310890.239,252.559,13603.369,3310891.852,252.644
13594.311,3310898.33,251.989,13600.376,3310890.239,252.559,13595.631,3310899.042,251.959
13595.631,3310899.042,251.959,13600.376,3310890.239,252.559,13598.624,3310900.655,252.044
13601.617,3310902.268,252.129,13603.369,3310891.852,252.644,13606.362,3310893.465,252.729
13598.624,3310900.655,252.044,13603.369,3310891.852,252.644,13601.617,3310902.268,252.129
13601.617,3310902.268,252.129,13606.362,3310893.465,252.729,13607.682,3310894.177,252.759
13607.682,3310894.177,252.759,13606.362,3310893.465,252.729,13612.427,3310885.374,253.437
13612.427,3310885.374,253.437,13606.362,3310893.465,252.729,13611.106,3310884.663,253.407
13589.434,3310907.062,251.484,13594.179,3310898.259,251.989,13594.311,3310898.33,251.989
13594.174,3310898.257,251.689,13594.179,3310898.259,251.989,13589.434,3310907.062,251.484
13584.69,3310915.865,251.075,13589.434,3310907.062,251.484,13589.566,3310907.133,251.484
13589.566,3310907.133,251.484,13589.434,3310907.062,251.484,13594.311,3310898.33,251.989
13594.174,3310898.257,251.689,13589.434,3310907.062,251.484,13589.43,3310907.06,251.184
13589.43,3310907.06,251.184,13589.434,3310907.062,251.484,13584.69,3310915.865,251.075
13584.685,3310915.863,250.775,13589.43,3310907.06,251.184,13584.69,3310915.865,251.075
13589.566,3310907.133,251.484,13594.311,3310898.33,251.989,13595.631,3310899.042,251.959
13586.142,3310916.648,251.045,13589.566,3310907.133,251.484,13590.887,3310907.845,251.454
13590.887,3310907.845,251.454,13589.566,3310907.133,251.484,13595.631,3310899.042,251.959
13584.69,3310915.865,251.075,13589.566,3310907.133,251.484,13584.822,3310915.936,251.075
13584.822,3310915.936,251.075,13589.566,3310907.133,251.484,13586.142,3310916.648,251.045
13593.88,3310909.458,251.539,13595.631,3310899.042,251.959,13598.624,3310900.655,252.044
13590.887,3310907.845,251.454,13595.631,3310899.042,251.959,13593.88,3310909.458,251.539
13584.245,3310920.169,250.92,13584.685,3310915.863,250.775,13584.69,3310915.865,251.075
13581.501,3310918.725,249.883,13584.685,3310915.863,250.775,13582.924,3310919.457,250.95
13582.924,3310919.457,250.95,13584.685,3310915.863,250.775,13584.245,3310920.169,250.92
13584.245,3310920.169,250.92,13584.69,3310915.865,251.075,13584.822,3310915.936,251.075
13584.245,3310920.169,250.92,13584.822,3310915.936,251.075,13586.142,3310916.648,251.045
13589.135,3310918.261,251.13,13590.887,3310907.845,251.454,13593.88,3310909.458,251.539
13586.142,3310916.648,251.045,13590.887,3310907.845,251.454,13589.135,3310918.261,251.13
13584.245,3310920.169,250.92,13586.142,3310916.648,251.045,13589.135,3310918.261,251.13
13592.128,3310919.874,251.215,13593.88,3310909.458,251.539,13596.873,3310911.071,251.624
13596.873,3310911.071,251.624,13593.88,3310909.458,251.539,13598.624,3310900.655,252.044
13589.135,3310918.261,251.13,13593.88,3310909.458,251.539,13592.128,3310919.874,251.215
13587.238,3310921.782,251.005,13589.135,3310918.261,251.13,13592.128,3310919.874,251.215
13584.245,3310920.169,250.92,13589.135,3310918.261,251.13,13587.238,3310921.782,251.005
13590.776,3310923.689,251.105,13592.128,3310919.874,251.215,13593.503,3310920.484,251.245
13593.503,3310920.484,251.245,13592.128,3310919.874,251.215,13596.873,3310911.071,251.624
13587.238,3310921.782,251.005,13592.128,3310919.874,251.215,13590.776,3310923.689,251.105
13593.503,3310920.484,251.245,13596.873,3310911.071,251.624,13598.193,3310911.783,251.654
13598.193,3310911.783,251.654,13596.873,3310911.071,251.624,13602.938,3310902.98,252.159
13602.938,3310902.98,252.159,13596.873,3310911.071,251.624,13601.617,3310902.268,252.129
13601.617,3310902.268,252.129,13596.873,3310911.071,251.624,13598.624,3310900.655,252.044
13602.938,3310902.98,252.159,13601.617,3310902.268,252.129,13607.682,3310894.177,252.759
13602.938,3310902.98,252.159,13607.682,3310894.177,252.759,13607.814,3310894.248,252.759
13607.814,3310894.248,252.759,13607.682,3310894.177,252.759,13612.559,3310885.445,253.437
13612.559,3310885.445,253.437,13607.682,3310894.177,252.759,13612.427,3310885.374,253.437
13603.074,3310903.053,251.859,13607.814,3310894.248,252.759,13607.818,3310894.251,252.459
13607.818,3310894.251,252.459,13607.814,3310894.248,252.759,13612.559,3310885.445,253.437
13602.938,3310902.98,252.159,13607.814,3310894.248,252.759,13603.07,3310903.051,252.159
13603.07,3310903.051,252.159,13607.814,3310894.248,252.759,13603.074,3310903.053,251.859
13598.193,3310911.783,251.654,13602.938,3310902.98,252.159,13603.07,3310903.051,252.159
13607.818,3310894.251,252.459,13612.559,3310885.445,253.437,13612.563,3310885.448,253.137
13603.07,3310903.051,252.159,13603.074,3310903.053,251.859,13598.329,3310911.856,251.354
13598.193,3310911.783,251.654,13603.07,3310903.051,252.159,13598.325,3310911.854,251.654
13598.325,3310911.854,251.654,13603.07,3310903.051,252.159,13598.329,3310911.856,251.354
13593.503,3310920.484,251.245,13598.193,3310911.783,251.654,13598.325,3310911.854,251.654
13598.325,3310911.854,251.654,13598.329,3310911.856,251.354,13593.646,3310920.547,250.945
13593.503,3310920.484,251.245,13598.325,3310911.854,251.654,13593.635,3310920.555,251.245
13593.635,3310920.555,251.245,13598.325,3310911.854,251.654,13593.646,3310920.547,250.945
13593.635,3310920.555,251.245,13593.646,3310920.547,250.945,13593.64,3310920.557,250.945
13590.776,3310923.689,251.105,13593.503,3310920.484,251.245,13593.635,3310920.555,251.245
13574.804,3310933.257,250.245,13579.572,3310925.502,250.742,13580.077,3310924.739,250.762
13580.077,3310924.739,250.762,13579.572,3310925.502,250.742,13579.768,3310924.554,250.522
13572.845,3310931.423,252.94,13579.572,3310925.502,250.742,13574.54,3310933.115,250.545
13574.54,3310933.115,250.545,13579.572,3310925.502,250.742,13574.804,3310933.257,250.245
13580.077,3310924.739,250.762,13579.768,3310924.554,250.522,13582.924,3310919.457,250.95
13582.924,3310919.457,250.95,13579.768,3310924.554,250.522,13581.501,3310918.725,249.883
13576.653,3310934.253,250.515,13580.077,3310924.739,250.762,13581.398,3310925.45,250.732
13581.398,3310925.45,250.732,13580.077,3310924.739,250.762,13582.924,3310919.457,250.95
13574.804,3310933.257,250.245,13580.077,3310924.739,250.762,13575.333,3310933.542,250.545
13575.333,3310933.542,250.545,13580.077,3310924.739,250.762,13576.653,3310934.253,250.515
13581.398,3310925.45,250.732,13582.924,3310919.457,250.95,13584.245,3310920.169,250.92
13572.758,3310936.422,250.299,13574.54,3310933.115,250.545,13574.804,3310933.257,250.245
13572.845,3310931.423,252.94,13574.54,3310933.115,250.545,13574.537,3310933.117,250.548
13572.845,3310931.423,252.94,13574.537,3310933.117,250.548,13571.008,3310935.453,253.299
13574.537,3310933.117,250.548,13574.54,3310933.115,250.545,13574.534,3310933.12,250.548
13574.537,3310933.117,250.548,13574.534,3310933.12,250.548,13571.445,3310935.695,252.299
13574.537,3310933.117,250.548,13571.445,3310935.695,252.299,13571.013,3310935.456,253.37
13574.534,3310933.12,250.548,13574.54,3310933.115,250.545,13571.883,3310935.937,251.299
13571.883,3310935.937,251.299,13574.54,3310933.115,250.545,13572.758,3310936.422,250.299
13571.005,3310935.458,253.377,13572.845,3310931.423,252.94,13571.008,3310935.453,253.299
13569.796,3310941.773,250.187,13572.758,3310936.422,250.299,13573.022,3310936.566,250.199
13573.022,3310936.566,250.199,13572.758,3310936.422,250.299,13574.804,3310933.257,250.245
13571.883,3310935.937,251.299,13572.758,3310936.422,250.299,13568.927,3310941.279,251.187
13568.927,3310941.279,251.187,13572.758,3310936.422,250.299,13569.796,3310941.773,250.187
13573.022,3310936.566,250.199,13574.804,3310933.257,250.245,13575.333,3310933.542,250.545
13574.534,3310933.12,250.548,13571.883,3310935.937,251.299,13571.445,3310935.695,252.299
13571.445,3310935.695,252.299,13571.883,3310935.937,251.299,13568.492,3310941.033,252.187
13568.492,3310941.033,252.187,13571.883,3310935.937,251.299,13568.927,3310941.279,251.187
13570.058,3310941.921,250.087,13573.022,3310936.566,250.199,13573.548,3310936.853,250.499
13573.548,3310936.853,250.499,13573.022,3310936.566,250.199,13575.333,3310933.542,250.545
13569.796,3310941.773,250.187,13573.022,3310936.566,250.199,13570.058,3310941.921,250.087
13573.548,3310936.853,250.499,13575.333,3310933.542,250.545,13576.653,3310934.253,250.515
13551.13,3310963.976,255.383,13556.882,3310956.341,255.217,13557.289,3310956.632,254.217
13557.289,3310956.632,254.217,13556.882,3310956.341,255.217,13562.679,3310948.677,254.147
13562.679,3310948.677,254.147,13556.882,3310956.341,255.217,13562.259,3310948.406,256.11
13562.259,3310948.406,256.11,13556.882,3310956.341,255.217,13556.475,3310956.05,257.009
13556.475,3310956.05,257.009,13556.882,3310956.341,255.217,13550.738,3310963.665,257.071
13550.738,3310963.665,257.071,13556.882,3310956.341,255.217,13551.13,3310963.976,255.383
13562.679,3310948.677,254.147,13562.259,3310948.406,256.11,13566.482,3310942.499,254.354
13557.289,3310956.632,254.217,13562.679,3310948.677,254.147,13563.099,3310948.949,253.147
13563.099,3310948.949,253.147,13562.679,3310948.677,254.147,13566.911,3310942.756,253.166
13566.911,3310942.756,253.166,13562.679,3310948.677,254.147,13566.482,3310942.499,254.354
13566.911,3310942.756,253.166,13566.482,3310942.499,254.354,13568.057,3310940.786,253.187
13568.057,3310940.786,253.187,13566.482,3310942.499,254.354,13567.344,3310941.017,254.182
13551.522,3310964.287,254.383,13557.289,3310956.632,254.217,13557.696,3310956.923,253.217
13557.696,3310956.923,253.217,13557.289,3310956.632,254.217,13563.099,3310948.949,253.147
13551.13,3310963.976,255.383,13557.289,3310956.632,254.217,13551.522,3310964.287,254.383
13563.099,3310948.949,253.147,13566.911,3310942.756,253.166,13567.34,3310943.012,252.166
13567.34,3310943.012,252.166,13566.911,3310942.756,253.166,13568.492,3310941.033,252.187
13568.492,3310941.033,252.187,13566.911,3310942.756,253.166,13568.057,3310940.786,253.187
13557.696,3310956.923,253.217,13563.099,3310948.949,253.147,13563.52,3310949.22,252.147
13563.52,3310949.22,252.147,13563.099,3310948.949,253.147,13567.34,3310943.012,252.166
13563.52,3310949.22,252.147,13567.34,3310943.012,252.166,13567.769,3310943.269,251.166
13567.769,3310943.269,251.166,13567.34,3310943.012,252.166,13568.927,3310941.279,251.187
13568.927,3310941.279,251.187,13567.34,3310943.012,252.166,13568.492,3310941.033,252.187
13558.103,3310957.214,252.217,13563.52,3310949.22,252.147,13563.94,3310949.491,251.147
13563.94,3310949.491,251.147,13563.52,3310949.22,252.147,13567.769,3310943.269,251.166
13557.696,3310956.923,253.217,13563.52,3310949.22,252.147,13558.103,3310957.214,252.217
13551.914,3310964.598,253.383,13557.696,3310956.923,253.217,13558.103,3310957.214,252.217
13551.522,3310964.287,254.383,13557.696,3310956.923,253.217,13551.914,3310964.598,253.383
13552.306,3310964.909,252.383,13558.103,3310957.214,252.217,13558.509,3310957.505,251.217
13558.509,3310957.505,251.217,13558.103,3310957.214,252.217,13563.94,3310949.491,251.147
13551.914,3310964.598,253.383,13558.103,3310957.214,252.217,13552.306,3310964.909,252.383
13558.509,3310957.505,251.217,13563.94,3310949.491,251.147,13564.78,3310950.034,250.147
13564.78,3310950.034,250.147,13563.94,3310949.491,251.147,13568.628,3310943.783,250.166
13568.628,3310943.783,250.166,13563.94,3310949.491,251.147,13567.769,3310943.269,251.166
13568.628,3310943.783,250.166,13567.769,3310943.269,251.166,13569.796,3310941.773,250.187
13569.796,3310941.773,250.187,13567.769,3310943.269,251.166,13568.927,3310941.279,251.187
13553.482,3310965.841,250.383,13558.509,3310957.505,251.217,13559.323,3310958.086,250.217
13559.323,3310958.086,250.217,13558.509,3310957.505,251.217,13564.78,3310950.034,250.147
13552.306,3310964.909,252.383,13558.509,3310957.505,251.217,13552.698,3310965.22,251.383
13552.698,3310965.22,251.383,13558.509,3310957.505,251.217,13553.482,3310965.841,250.383
13559.323,3310958.086,250.217,13564.78,3310950.034,250.147,13565.032,3310950.197,250.047
13565.032,3310950.197,250.047,13564.78,3310950.034,250.147,13568.885,3310943.937,250.066
13568.885,3310943.937,250.066,13564.78,3310950.034,250.147,13568.628,3310943.783,250.166
13568.885,3310943.937,250.066,13568.628,3310943.783,250.166,13570.058,3310941.921,250.087
13570.058,3310941.921,250.087,13568.628,3310943.783,250.166,13569.796,3310941.773,250.187
13571.445,3310935.695,252.299,13568.492,3310941.033,252.187,13568.057,3310940.786,253.187
13571.013,3310935.456,253.37,13571.445,3310935.695,252.299,13571.002,3310935.463,253.378
13571.002,3310935.463,253.378,13571.445,3310935.695,252.299,13568.057,3310940.786,253.187
13571.002,3310935.463,253.378,13568.057,3310940.786,253.187,13569.087,3310938.338,253.802
13569.087,3310938.338,253.802,13568.057,3310940.786,253.187,13567.622,3310940.539,254.187
13567.622,3310940.539,254.187,13568.057,3310940.786,253.187,13567.344,3310941.017,254.182
13568.885,3310943.937,250.066,13570.058,3310941.921,250.087,13570.579,3310942.217,250.387
13570.579,3310942.217,250.387,13570.058,3310941.921,250.087,13573.548,3310936.853,250.499
13570.579,3310942.217,250.387,13573.548,3310936.853,250.499,13574.865,3310937.572,250.469
13574.865,3310937.572,250.469,13573.548,3310936.853,250.499,13576.653,3310934.253,250.515
13569.4,3310944.245,250.366,13570.579,3310942.217,250.387,13571.884,3310942.958,250.357
13571.884,3310942.958,250.357,13570.579,3310942.217,250.387,13574.865,3310937.572,250.469
13568.885,3310943.937,250.066,13570.579,3310942.217,250.387,13569.4,3310944.245,250.366
13565.032,3310950.197,250.047,13568.885,3310943.937,250.066,13569.4,3310944.245,250.366
13559.568,3310958.261,250.117,13565.032,3310950.197,250.047,13565.536,3310950.523,250.347
13565.536,3310950.523,250.347,13565.032,3310950.197,250.047,13569.4,3310944.245,250.366
13559.323,3310958.086,250.217,13565.032,3310950.197,250.047,13559.568,3310958.261,250.117
13565.536,3310950.523,250.347,13569.4,3310944.245,250.366,13570.688,3310945.015,250.336
13570.688,3310945.015,250.336,13569.4,3310944.245,250.366,13571.884,3310942.958,250.357
13560.056,3310958.61,250.417,13565.536,3310950.523,250.347,13566.796,3310951.337,250.317
13566.796,3310951.337,250.317,13565.536,3310950.523,250.347,13570.688,3310945.015,250.336
13559.568,3310958.261,250.117,13565.536,3310950.523,250.347,13560.056,3310958.61,250.417
13566.796,3310951.337,250.317,13570.688,3310945.015,250.336,13573.605,3310946.761,250.472
13573.605,3310946.761,250.472,13570.688,3310945.015,250.336,13574.841,3310944.636,250.478
13574.841,3310944.636,250.478,13570.688,3310945.015,250.336,13571.884,3310942.958,250.357
13574.841,3310944.636,250.478,13571.884,3310942.958,250.357,13577.849,3310939.202,250.554
13577.849,3310939.202,250.554,13571.884,3310942.958,250.357,13574.865,3310937.572,250.469
13577.849,3310939.202,250.554,13574.865,3310937.572,250.469,13579.646,3310935.866,250.6
13579.646,3310935.866,250.6,13574.865,3310937.572,250.469,13576.653,3310934.253,250.515
13573.605,3310946.761,250.472,13574.841,3310944.636,250.478,13580.495,3310947.843,250.711
13580.495,3310947.843,250.711,13574.841,3310944.636,250.478,13583.553,3310942.317,250.716
13583.553,3310942.317,250.716,13574.841,3310944.636,250.478,13577.849,3310939.202,250.554
13583.553,3310942.317,250.716,13577.849,3310939.202,250.554,13585.368,3310938.95,250.762
13585.368,3310938.95,250.762,13577.849,3310939.202,250.554,13579.646,3310935.866,250.6
13579.646,3310935.866,250.6,13576.653,3310934.253,250.515,13581.398,3310925.45,250.732
13585.368,3310938.95,250.762,13579.646,3310935.866,250.6,13588.748,3310929.412,250.941
13588.748,3310929.412,250.941,13579.646,3310935.866,250.6,13584.391,3310927.064,250.817
13584.391,3310927.064,250.817,13579.646,3310935.866,250.6,13581.398,3310925.45,250.732
13584.391,3310927.064,250.817,13581.398,3310925.45,250.732,13584.245,3310920.169,250.92
13588.748,3310929.412,250.941,13584.391,3310927.064,250.817,13590.776,3310923.689,251.105
